x	y	clickSelects	showSelected1
-0.123934278413828	1	1	log2(tiles)=5.00 log10(pixels)=4.50
0.00839780409550883	1	2	log2(tiles)=2.25 log10(pixels)=3.25
0.0245169657285498	1	3	log2(tiles)=3.50 log10(pixels)=3.75
0.0773692730538254	1	4	log2(tiles)=1.50 log10(pixels)=2.75
-0.0833761326158165	1	5	log2(tiles)=4.50 log10(pixels)=4.50
-0.00947941394633522	1	6	log2(tiles)=3.50 log10(pixels)=3.75
-0.0477842241988684	1	7	log2(tiles)=2.25 log10(pixels)=3.25
0.0881360887005513	1	8	log2(tiles)=2.25 log10(pixels)=3.00
-0.00212229418020993	1	9	log2(tiles)=3.25 log10(pixels)=3.75
-0.0751388592621884	1	10	log2(tiles)=1.00 log10(pixels)=2.75
0.0254495695162671	1	11	log2(tiles)=4.75 log10(pixels)=4.25
0.0193773260761385	1	12	log2(tiles)=2.00 log10(pixels)=2.75
-0.00397017158892332	1	13	log2(tiles)=3.25 log10(pixels)=4.00
0.109578546904387	1	14	log2(tiles)=2.75 log10(pixels)=3.00
0.0898487830376369	1	15	log2(tiles)=2.75 log10(pixels)=3.25
0.102182518111363	1	16	log2(tiles)=2.00 log10(pixels)=2.25
-0.00459443685380689	1	17	log2(tiles)=2.75 log10(pixels)=3.50
-0.102372908709559	1	18	log2(tiles)=3.50 log10(pixels)=4.00
0.11302529622947	1	19	log2(tiles)=3.00 log10(pixels)=3.75
0.057025722386383	1	20	log2(tiles)=2.75 log10(pixels)=3.50
0.0667249841904996	1	21	log2(tiles)=4.00 log10(pixels)=4.25
0.077404246398098	1	22	log2(tiles)=3.50 log10(pixels)=4.00
0.0611013836490559	1	23	log2(tiles)=2.50 log10(pixels)=3.50
-0.0182756166714837	1	24	log2(tiles)=2.25 log10(pixels)=3.25
0.110971883725936	1	25	log2(tiles)=2.50 log10(pixels)=3.25
-0.0814454694497266	1	26	log2(tiles)=2.00 log10(pixels)=3.00
-0.00649023527157011	1	27	log2(tiles)=3.00 log10(pixels)=3.75
-0.0634862575211068	1	28	log2(tiles)=1.50 log10(pixels)=3.00
-0.0797541469258758	1	29	log2(tiles)=0.00 log10(pixels)=2.75
0.117000341120899	1	30	log2(tiles)=2.00 log10(pixels)=2.50
0.0898487830376369	1	31	log2(tiles)=2.50 log10(pixels)=3.25
0.118644438394826	1	32	log2(tiles)=0.00 log10(pixels)=2.75
-0.100178536775435	1	33	log2(tiles)=2.50 log10(pixels)=3.75
-0.0198492747267194	1	34	log2(tiles)=2.75 log10(pixels)=3.50
-0.05873709068105	1	35	log2(tiles)=3.00 log10(pixels)=4.00
0.112269768417271	1	36	log2(tiles)=2.50 log10(pixels)=3.00
-0.013462738511306	1	37	log2(tiles)=1.50 log10(pixels)=3.25
-0.104848408495458	1	38	log2(tiles)=2.00 log10(pixels)=3.50
0.0124510897304293	1	39	log2(tiles)=1.50 log10(pixels)=2.25
0.110021024664145	1	40	log2(tiles)=4.25 log10(pixels)=3.50
0.0164128471123997	1	41	log2(tiles)=2.00 log10(pixels)=2.75
0.110553705317094	1	42	log2(tiles)=2.75 log10(pixels)=3.50
-0.0962048572589649	1	43	log2(tiles)=3.25 log10(pixels)=4.00
-0.0880927072339794	1	44	log2(tiles)=2.25 log10(pixels)=3.75
0.00173371280900048	1	45	log2(tiles)=1.00 log10(pixels)=3.00
-0.0847260906471119	1	46	log2(tiles)=4.00 log10(pixels)=4.50
0.00285303097989331	1	47	log2(tiles)=2.25 log10(pixels)=3.25
0.00551371281953328	1	48	log2(tiles)=2.25 log10(pixels)=3.25
-0.102014679316195	1	49	log2(tiles)=3.50 log10(pixels)=4.25
0.0327806682491261	1	50	log2(tiles)=4.50 log10(pixels)=4.25
-0.0668440845659868	1	51	log2(tiles)=4.00 log10(pixels)=4.25
0.0493405494535817	1	52	log2(tiles)=2.75 log10(pixels)=3.75
-0.0744881866365521	1	53	log2(tiles)=2.00 log10(pixels)=3.25
-0.0886319977650252	1	54	log2(tiles)=0.00 log10(pixels)=2.25
-0.023907793742409	1	55	log2(tiles)=4.75 log10(pixels)=4.50
0.0340261060561349	1	56	log2(tiles)=1.00 log10(pixels)=2.50
0.0983667964393309	1	57	log2(tiles)=5.25 log10(pixels)=4.00
0.0182843084265309	1	58	log2(tiles)=2.00 log10(pixels)=3.00
-0.0418341421444599	1	59	log2(tiles)=3.25 log10(pixels)=3.75
-0.0710230527068307	1	60	log2(tiles)=0.00 log10(pixels)=2.25
0.0195129442179161	1	61	log2(tiles)=2.25 log10(pixels)=3.25
-0.0951662833800619	1	62	log2(tiles)=1.00 log10(pixels)=2.50
0.0748994970523134	1	63	log2(tiles)=2.00 log10(pixels)=3.25
0.0314084642516241	1	64	log2(tiles)=2.00 log10(pixels)=3.00
0.0237464668115646	1	65	log2(tiles)=1.50 log10(pixels)=2.50
0.00105926221775166	1	66	log2(tiles)=1.00 log10(pixels)=2.50
-0.0188441291719648	1	67	log2(tiles)=2.00 log10(pixels)=3.50
-0.117740310468955	1	68	log2(tiles)=1.50 log10(pixels)=3.25
-0.0407300390241692	1	69	log2(tiles)=2.00 log10(pixels)=2.75
-0.122634143407268	1	70	log2(tiles)=1.50 log10(pixels)=2.75
-0.0977116556169433	1	71	log2(tiles)=2.50 log10(pixels)=3.25
0.0920472885096379	1	72	log2(tiles)=3.25 log10(pixels)=3.75
-0.114516253185088	1	73	log2(tiles)=1.50 log10(pixels)=2.75
-0.115771230367396	1	74	log2(tiles)=1.00 log10(pixels)=3.00
0.0273720828276121	1	75	log2(tiles)=2.50 log10(pixels)=3.50
0.107934847000454	1	76	log2(tiles)=0.00 log10(pixels)=2.25
0.00527250510330601	1	77	log2(tiles)=1.00 log10(pixels)=2.25
-0.122634143407268	1	78	log2(tiles)=1.00 log10(pixels)=2.75
-0.0543957967264026	1	79	log2(tiles)=1.00 log10(pixels)=2.50
0.103637381958595	1	80	log2(tiles)=3.50 log10(pixels)=3.75
0.0983048630481607	1	81	log2(tiles)=1.00 log10(pixels)=2.25
0.100829273582968	1	82	log2(tiles)=2.00 log10(pixels)=3.25
0.0617538610557542	1	83	log2(tiles)=2.00 log10(pixels)=2.25
0.0972573096934202	1	84	log2(tiles)=2.00 log10(pixels)=3.00
0.0637085593914173	1	85	log2(tiles)=2.00 log10(pixels)=3.00
-0.110833915635467	1	86	log2(tiles)=1.50 log10(pixels)=2.50
-0.0254883072626715	1	87	log2(tiles)=1.00 log10(pixels)=3.00
