x	y	clickSelects	xmin	xmax	ymin	ymax
20680	24	20700,0	20655	20705	-1	49
20730	24	20750,0	20705	20755	-1	49
20730	74	20750,50	20705	20755	49	99
20780	74	20800,50	20755	20805	49	99
20780	124	20800,100	20755	20805	99	149
20830	124	20850,100	20805	20855	99	149
20830	174	20850,150	20805	20855	149	199
20880	174	20900,150	20855	20905	149	199
20880	224	20900,200	20855	20905	199	249
20930	224	20950,200	20905	20955	199	249
20930	274	20950,250	20905	20955	249	299
20980	274	21000,250	20955	21005	249	299
20980	324	21000,300	20955	21005	299	349
21030	324	21050,300	21005	21055	299	349
21030	374	21050,350	21005	21055	349	399
21080	374	21100,350	21055	21105	349	399
21080	424	21100,400	21055	21105	399	449
21130	424	21150,400	21105	21155	399	449
21130	474	21150,450	21105	21155	449	499
21180	474	21200,450	21155	21205	449	499
21180	524	21200,500	21155	21205	499	549
21230	524	21250,500	21205	21255	499	549
21230	574	21250,550	21205	21255	549	599
21280	574	21300,550	21255	21305	549	599
21280	624	21300,600	21255	21305	599	649
21330	624	21350,600	21305	21355	599	649
21330	674	21350,650	21305	21355	649	699
21380	674	21400,650	21355	21405	649	699
21380	724	21400,700	21355	21405	699	749
21430	724	21450,700	21405	21455	699	749
20780	24	20800,0	20755	20805	-1	49
20880	124	20900,100	20855	20905	99	149
20980	224	21000,200	20955	21005	199	249
21080	324	21100,300	21055	21105	299	349
21180	424	21200,400	21155	21205	399	449
21280	524	21300,500	21255	21305	499	549
21380	624	21400,600	21355	21405	599	649
20830	74	20850,50	20805	20855	49	99
21030	274	21050,250	21005	21055	249	299
21130	374	21150,350	21105	21155	349	399
21230	474	21250,450	21205	21255	449	499
21330	574	21350,550	21305	21355	549	599
21430	674	21450,650	21405	21455	649	699
20930	174	20950,150	20905	20955	149	199
21480	724	21500,700	21455	21505	699	749
20880	74	20900,50	20855	20905	49	99
20980	174	21000,150	20955	21005	149	199
21030	224	21050,200	21005	21055	199	249
21080	274	21100,250	21055	21105	249	299
21130	324	21150,300	21105	21155	299	349
21180	374	21200,350	21155	21205	349	399
21230	424	21250,400	21205	21255	399	449
21280	474	21300,450	21255	21305	449	499
21330	524	21350,500	21305	21355	499	549
21380	574	21400,550	21355	21405	549	599
21430	624	21450,600	21405	21455	599	649
20830	24	20850,0	20805	20855	-1	49
21480	674	21500,650	21455	21505	649	699
20930	124	20950,100	20905	20955	99	149
20880	24	20900,0	20855	20905	-1	49
21080	224	21100,200	21055	21105	199	249
21180	324	21200,300	21155	21205	299	349
21280	424	21300,400	21255	21305	399	449
20930	74	20950,50	20905	20955	49	99
21030	174	21050,150	21005	21055	149	199
21130	274	21150,250	21105	21155	249	299
